party,text,year,manifesto,sentence_num,sentence_id,predicted
afd,Beispiele dafür sind der „Green Deal“ und der Einfluss auf Energiefragen.,2025,afd_2025,11,afd_2025_11,8 - Energy
afd,"Freies Unternehmertum und Wirtschaftsstandort stärken Wir streben eine funktionierende Wirtschaft an, die aus eigener Kraft und Profitabilität in Forschung und Entwicklung investiert, um dem internationalen Markt innovative und wettbewerbsfähige AnSOZIALE MARKTWIRTSCHAFT UND GESUNDHEIT 11 gebote zu machen.",2025,afd_2025,12,afd_2025_12,1 - Macroeconomics
afd,Deutsche Unternehmen sollen an der Weltspitze der Exportunternehmen stehen und „Made in Germany“ wieder zu einem Markenzeichen für Exzellenz und Einzigartigkeit machen.,2025,afd_2025,13,afd_2025_13,18 - Foreign Trade
afd,Dafür streben wir eine auf Leistung und Talentförderung ausgelegte Schul- und Berufsausbildung an.,2025,afd_2025,14,afd_2025_14,6 - Education
afd,"Unsere Universitäten sollen in die Lage versetzt werden, erstklassige Talente aus Deutschland und aller Welt anzuziehen und unser Land in den Top-Branchen zu einem internationalen Innovationsführer zu machen.",2025,afd_2025,15,afd_2025_15,6 - Education
afd,"Dazu zählen wir neben den Traditionsbranchen wie Automobilbau, Maschinenbau, Chemie auch moderne Hochtechnologien wie Dual-Fluid-Nukleartechnik, Weltraumtechnologie, Nano-Technologie und Künstliche Intelligenz.",2025,afd_2025,16,afd_2025_16,17 - Technology
afd,Deutschland ist als Wirtschaftsstandort unattraktiv geworden Deutschland ragte in früheren Jahrzehnten international heraus durch wirtschaftliche und wissenschaftliche Exzellenz.,2025,afd_2025,17,afd_2025_17,1 - Macroeconomics
afd,Die gegenwärtige Situation ist hingegen von einem wirtschaftlichen und wissenschaftlichen Niedergang geprägt.,2025,afd_2025,18,afd_2025_18,1 - Macroeconomics
afd,"Technologievorgaben, Auflagen und Verbote setzen den marktwirtschaftlichen Wettbewerb in Teilen außer Kraft; suboptimale technische Lösungen und Produkte sind die Folge.",2025,afd_2025,19,afd_2025_19,17 - Technology
afd,"Viele davon sind ohne staatliche Subventionen nicht marktfähig, zum Beispiel alternative Energien und Elektroautos.",2025,afd_2025,20,afd_2025_20,8 - Energy
afd,Viele Auflagen sind zudem mit den Ressourcen unseres Landes nicht zu vereinbaren.,2025,afd_2025,21,afd_2025_21,1 - Macroeconomics
afd,"Dies gilt für den eingeschränkten Zugang zu Rohstoffen wie seltene Erden für alternative Energien und Antriebe, zu preiswerter fossiler oder nuklearer Energie genauso wie für gut ausgebildete in- und ausländische Fachkräfte.",2025,afd_2025,22,afd_2025_22,8 - Energy
afd,Unsere Schulbildung erfolgt nicht mehr nach dem Leistungsprinzip.,2025,afd_2025,23,afd_2025_23,6 - Education
afd,Auch mangelt es an Basiswissen in Mathematik und Deutsch SOZIALE MARKTWIRTSCHAFT UND GESUNDHEIT 12 am Ende der Grundschule.,2025,afd_2025,24,afd_2025_24,13 - Social Welfare
afd,"Dies setzt sich im weiteren Schulverlauf fort, wodurch zahlreiche Schulabgänger nicht mehr ausbildungsfähig sind.",2025,afd_2025,25,afd_2025_25,6 - Education
afd,"Während fast alle anderen Länder ihre Schulleistungen verbessern konnten, ist das einst führende Deutschland im weltweiten Vergleich auf ein mittleres Niveau zurückgefallen.",2025,afd_2025,26,afd_2025_26,6 - Education
afd,Nachfolgende Generationen sind so nicht mehr international wettbewerbsfähig.,2025,afd_2025,27,afd_2025_27,10 - Transportation
afd,"Für gut ausgebildete Fachkräfte aus dem In- und Ausland ist Deutschland nicht mehr attraktiv: Zu abschreckend sind hohe Steuern und Abgaben, mangelnde Sicherheit im öffentlichen Raum, unzureichende Schulbildung in öffentlichen Schulen, knapper, teurer Wohnraum sowie geringe Chancen auf Eigentumsbildung und eine auskömmliche Alterssicherung.",2025,afd_2025,28,afd_2025_28,6 - Education
afd,"Deutsche Unternehmenssteuern sind im internationalen Vergleich zu hoch und hindern unsere Unternehmen daran, dringend benötigte Zukunftsinvestitionen vorzunehmen.",2025,afd_2025,29,afd_2025_29,1 - Macroeconomics
afd,Das kaum noch zu überblickende Ausmaß an Regulierung und Verboten senkt die Attraktivität unseres Wirtschaftsstandorts für in- und ausländische Investoren.,2025,afd_2025,30,afd_2025_30,1 - Macroeconomics
afd,Eine fortschrittliche wirtschaftliche Entwicklung wird dadurch zusätzlich erschwert.,2025,afd_2025,31,afd_2025_31,1 - Macroeconomics
afd,So fließt seit einigen Jahren viel mehr Investitionskapital aus Deutschland heraus als hereinfließt.,2025,afd_2025,32,afd_2025_32,1 - Macroeconomics
afd,Vor allem für Mittelstand und Landwirtschaft sind die strangulierenden Vorgaben der Politik nicht mehr zu bewältigen.,2025,afd_2025,33,afd_2025_33,1 - Macroeconomics
afd,Viele Betriebe geben auf oder suchen neue Chancen im Ausland.,2025,afd_2025,34,afd_2025_34,5 - Labor
afd,"Die immense Steuer- und Abgabenlast führt in Teilbereichen der Wirtschaft vermehrt zu Schwarzarbeit, schwarzen Kassen und Lohndumping in verschachtelten Subunternehmer-Pyramiden.",2025,afd_2025,35,afd_2025_35,1 - Macroeconomics
afd,Dadurch entsteht an Staat und Steuer vorbei eine Parallelwirtschaft in einer Größenordnung von Hunderten Milliarden.,2025,afd_2025,36,afd_2025_36,1 - Macroeconomics
afd,SOZIALE MARKTWIRTSCHAFT UND GESUNDHEIT 13 Vorrang für den Wettbewerb – für einen attraktiven Wirtschaftsstandort Staatliche Eingriffe in den Markt werden wir auf ein Minimum reduzieren.,2025,afd_2025,37,afd_2025_37,1 - Macroeconomics
afd,"Wir sorgen stattdessen für Rahmenbedingungen, die Deutschland wieder attraktiv machen und unsere internationale Wettbewerbsfähigkeit wieder herstellen.",2025,afd_2025,38,afd_2025_38,1 - Macroeconomics
afd,"Damit Unternehmer an die Zukunft des Standorts Deutschland glauben können, werden wir den Zugang zu sicherer und bezahlbarer Energie wiederherstellen durch:  Verlängerung der Laufzeiten der Kohlekraftwerke  Wiedereinstieg in die Nutzung der Kernenergie  Reparatur und Wiederinbetriebnahme der Nord-Stream-Pipelines  Aufhebung des Verbots von Gas- und Ölheizungen  Abschaffung der CO₂-Abgabe  Reduzierung der Energiesteuer und Senkung der Stromsteuer auf das Minimum  Verhinderung immer höherer Netzentgelte durch WindenergieAusbaustopp Strangulierende Bürokratie und wettbewerbsverzerrende Vorschriften reduzieren wir durch:  Abschaffung von Lieferkettensorgfaltsgesetz und EU-Lieferkettenrichtlinie  Abschaffung des Verpackungsgesetzes  Abbau der Nachhaltigkeitsberichterstattung  Vereinfachung der Datenschutzgrundverordnung  Vereinfachung des Vergaberechts  drastische Reduzierung von Vorschriften, Berichts- und Dokumentationspflichten für Mittelstand und Landwirte SOZIALE MARKTWIRTSCHAFT UND GESUNDHEIT 14  Aufhebung des Verbrennerverbots und der unerreichbaren Flottengrenzwerte  Wiedereinführung des ermäßigten Umsatzsteuersatzes in der Gastronomie Die deutsche Infrastruktur modernisieren wir durch:  planvolle, kontinuierliche Sanierung von Straßen, Schienenwegen und Brücken  Beschleunigung notwendiger Neuinvestitionen durch Vereinfachung von Planungs- und Genehmigungsverfahren  Beschleunigung des Ausbaus der digitalen Infrastruktur  Vorantreiben der Digitalisierung der Verwaltung  ein KMU-freundliches Weltraumgesetz, das unsere Möglichkeiten im All voranbringt Den internationalen Handel fördern wir, indem wir:  den Austausch mit anderen Märkten erleichtern und intensivieren  vorhandene Handelshemmnisse beseitigen  vorteilhafte Handelsabkommen für unser Land abschließen, die dazu beitragen, unsere Rohstofflieferketten zu sichern  wirtschaftsschädliche Sanktionen beenden  Aufhebung des CO₂-Grenzausgleichs Mehr Netto vom Brutto schaffen wir durch:  Senkung der Einkommensteuer durch einen deutlich höheren Grundfreibetrag  Senkung der Unternehmenssteuern auf ein international konkurrenzfähiges Niveau  Abschaffung des Solidaritätszuschlags für alle Mehr kluge Köpfe und Ideen gewinnen wir durch:  Rückkehr zu erstklassiger Bildung, Ausbildung, Forschung und Wissenschaft SOZIALE MARKTWIRTSCHAFT UND GESUNDHEIT 15  einen Stopp der Abwanderung heimischer Fachkräfte und die Zurückgewinnung Ausgewanderter durch attraktive Rahmenbedingungen für Arbeit, Vermögensbildung,Ausbildung und Sicherheit  die Bereitstellung eines zusätzlichen Steuerfreibetrags für Rentner, um Senioren im Arbeitsmarkt zu halten  unser Konzept „Aktivierende Grundsicherung“, mit dem wir hunderttausende arbeitsfähige Bürgergeldempfänger in den Arbeitsmarkt zurückbringen  den Umstieg von Technologieverboten auf Technologieoffenheit Eigenverantwortung der Bürger stärken, Handlungsspielräume vergrößern Eigenverantwortung als Einstehen für die Folgen des eigenen Handelns ist ein unverzichtbares Merkmal jeder freien Gesellschaft und gleichzeitig unabdingbarer Bestandteil der Menschenwürde – auch im Bereich der wirtschaftlichen und sozialen Teilhabe.",2025,afd_2025,39,afd_2025_39,8 - Energy
afd,"Ausgangspunkt für die Stärkung der Eigenverantwortung ist für uns neben der Stärkung des familiären Lebens eine umfassende Schulbildung, die unsere jungen Bürger zu gut gebildeten und kritischen Mitgliedern unserer Gesellschaft macht, den Grundstein für eine erfolgreiche berufliche Entwicklung legt und sie zur Mitwirkung in Staat und Ehrenamt befähigt.",2025,afd_2025,40,afd_2025_40,6 - Education
afd,Unser Verständnis von Bildung schließt neben geistigen Fähigkeiten und handwerklichem Können auch soziale Kompetenz mit ein.,2025,afd_2025,41,afd_2025_41,6 - Education
afd,"Unsere Bürger im Mehltau des linken Zeitgeistes Die Stimmung der Bürger unseres Landes ist heute von Verunsicherung und Pessimismus geprägt: Unsicherheit durch bürgerferne Politik; Unsicherheit darüber, was man noch sagen darf; Unsicherheit über die Sicherheit in unseren Städten; Angst vor einem großen Krieg und Sorge um die finanzielle Zukunft.",2025,afd_2025,42,afd_2025_42,98 - Non-thematic
afd,SOZIALE MARKTWIRTSCHAFT UND GESUNDHEIT 16 Maßgeblich dazu beigetragen hat die bewusste Panikmache der Regierung während der Corona-Pandemie.,2025,afd_2025,43,afd_2025_43,3 - Health
afd,"Der Ukrainekrieg, die angeblich existenzbedrohende Klimakrise und die exorbitante Verteuerung der Lebenshaltung in den letzten Jahren haben vielen Bürgern den Zukunftsoptimismus genommen.",2025,afd_2025,44,afd_2025_44,1 - Macroeconomics
afd,"Nicht nur Wirtschaftsunternehmen, auch viele unserer Leistungsträger haben das Vertrauen in die aktuelle Politik und den Standort Deutschland verloren.",2025,afd_2025,45,afd_2025_45,1 - Macroeconomics
afd,"Unsere Maßnahmen für starke Bürger Wir wollen selbstbewusste und kritische Bürger, die ihre demokratischen Rechte kompetent wahrnehmen, und möchten deshalb die Bürger durch staatliche Vorgaben nicht unnötig einschränken.",2025,afd_2025,46,afd_2025_46,2 - Civil Rights
afd,"Diese Ziele wollen wir verwirklichen durch:  Wiederherstellung eines funktionierenden, politisch neutralen Bildungswesens als Ort der Vorbereitung auf den späteren Leistungswettbewerb,  Vermittlung praxisorientierter Kenntnisse in den Bereichen Sozialversicherungen, Wirtschaft und Geldanlage bereits in der Schule,  grundlegende, vereinfachende Reformen zur besseren Verständlichkeit des Steuer- und Sozialsystems,  Senkung der Steuer- und Abgabenlast zur Erweiterung des finanziellen Handlungsspielraums der Bürger,  Förderung von Selbständigkeit und Unternehmensgründungen unter anderem durch Abbau von Vorschriften auf das notwendige Minimum,  erweiterte steuerliche Absetzbarkeit für die private, kapitalgedeckte Altersvorsorge,  Förderung der privaten Vermögensbildung und des privaten Wohneigentums.",2025,afd_2025,47,afd_2025_47,1 - Macroeconomics
afd,"SOZIALE MARKTWIRTSCHAFT UND GESUNDHEIT 17 Zweckentfremdung der Sozialversicherungen beenden Während die Sozialversicherungen (Renten-, Kranken-, Pflege-, Arbeitslosenversicherung) durch Beiträge von Arbeitnehmern finanziert werden, sind Sozialleistungen eine durch Steuern finanzierte Unterstützungsleistung.",2025,afd_2025,48,afd_2025_48,13 - Social Welfare
afd,"Versicherungsfremde Leistungen sind daher nicht aus den Beiträgen zu den Sozialversicherungen, sondern aus dem Bundeshaushalt zu finanzieren.",2025,afd_2025,49,afd_2025_49,13 - Social Welfare
afd,"Dennoch wurde die Sanierung des Haushalts 2024 zum Teil aus den Sozialversicherungen finanziert, wie die Bewältigung von Coronamaßnahmen unter Rückgriff auf die Pflegekasse, was einen klaren Missbrauch der dem Staat anvertrauten Sozialversicherungsbeiträge darstellt.",2025,afd_2025,50,afd_2025_50,1 - Macroeconomics
afd,Durch das Beenden dieser Zweckentfremdung können Leistungen erhöht oder die Beiträge gesenkt werden.,2025,afd_2025,51,afd_2025_51,13 - Social Welfare
afd,"Für die Rentenversicherung bedeutet die Übernahme der nicht beitragsgedeckten Leistungen durch den Bundeshaushalt, dass allein dadurch knapp zwölf Prozent höhere Mittel für die Rentenfinanzierung zur Verfügung stünden.",2025,afd_2025,52,afd_2025_52,5 - Labor
afd,"UNSER KONZEPT FÜR EINE FAIRE UND AUSKÖMMLICHE RENTENVERSICHERUNG Wir streben eine Rentenversicherung an, mit der Erwerbstätige sich wieder einen finanziell gesicherten Lebensabend erarbeiten können.",2025,afd_2025,53,afd_2025_53,5 - Labor
afd,"Wir halten es dabei für zwingend erforderlich, auch unseren derzeitigen Senioren, die in einem langen Arbeitsleben unser Land und unseren Wohlstand aufgebaut haben, einen Lebensabend in Würde zu ermöglichen.",2025,afd_2025,54,afd_2025_54,13 - Social Welfare
afd,Dazu gehört vor allem eine signifikante Erhöhung ihrer Renten.,2025,afd_2025,55,afd_2025_55,5 - Labor
afd,"Unser ferneres Ziel ist es, in mehreren Schritten das durchschnittliche Rentenniveau der westeuropäischen Länder zu erreichen, das nach Rechnung der EU (Eurostat) derzeit bei gut 70 Prozent des letzten Nettoeinkommens und damit deutlich höher liegt als das deutsche.",2025,afd_2025,56,afd_2025_56,5 - Labor
afd,SOZIALE MARKTWIRTSCHAFT UND GESUNDHEIT 18 Die desolate Situation im deutschen Rentensystem Das deutsche Rentenniveau ist mit nur 53 % des letzten Nettogehalts nach Eurostat eines der niedrigsten in Westeuropa.,2025,afd_2025,57,afd_2025_57,5 - Labor
afd,Dieses Niveau bedeutet für einen großen Teil der Rentner bittere Altersarmut.,2025,afd_2025,58,afd_2025_58,5 - Labor
afd,"In Österreich etwa bezieht ein Arbeitnehmer mit Durchschnittslohn nach 45 Arbeitsjahren eine Rente von 600 €, ein vergleichbarer Rentner in Deutschland magere 500 €.",2025,afd_2025,59,afd_2025_59,5 - Labor
afd,"Schaut man sich die Differenz zwischen den beiden Renten an, so entstehen etwa 30 % des Unterschieds durch die höheren Rentenbeiträge in Österreich.",2025,afd_2025,60,afd_2025_60,5 - Labor
afd,"Weitere 30 % werden generiert, weil in Österreich auch Bevölkerungsgruppen in die Rentenkasse einzahlen, die bei uns davon befreit sind, z.",2025,afd_2025,61,afd_2025_61,5 - Labor
afd,Politiker und Beamte.,2025,afd_2025,62,afd_2025_62,98 - Non-thematic
afd,Weitere 15 % werden durch höhere Staatszuschüsse erzielt.,2025,afd_2025,63,afd_2025_63,1 - Macroeconomics
afd,Lediglich die etwas jüngere Bevölkerungsstruktur lässt sich kurzfristig nicht kopieren.,2025,afd_2025,64,afd_2025_64,98 - Non-thematic
afd,Durch sie entstehen die restlichen 25 % des Unterschieds.,2025,afd_2025,65,afd_2025_65,1 - Macroeconomics
afd,Das heißt aber auch: Eine ähnlich hohe Rente wie in Österreich ist langfristig auch bei uns möglich.,2025,afd_2025,66,afd_2025_66,5 - Labor
afd,"Unser Rentenkonzept gegen Altersarmut Wir wollen der Rentenversicherung mehr Beitragszahler zuführen, die Verrentung flexibler und gerechter gestalten und Anreize für eine freiwillige Verlängerung der Lebensarbeitszeit setzen, indem wir:  Verbeamtungen nur noch für diejenigen vorsehen, die mit Hoheitsaufgaben betraut sind, so dass die große Mehrheit der Staatsbediensteten in die Rentenversicherung einzahlt,  Politiker in die gesetzliche Rentenversicherung einbeziehen,  ein flexibles Renteneintrittsalter, abschlagsfrei nach 45 beitragsberechtigten Arbeitsjahren, ermöglichen,  alle nicht beitragsgedeckten Leistungen mittelfristig aus dem Bundeshaushalt finanzieren,  das Fremdrentenrecht in Anbetracht der systematischen Benachteiligung von Spätaussiedlern reformieren, SOZIALE MARKTWIRTSCHAFT UND GESUNDHEIT 19  die anstehenden Rentenbeitragsanhebungen durch Steuersenkungen für Beschäftigte und Unternehmen ausgleichen,  die Zuverdienste von Witwen und Witwern nicht auf die Hinterbliebenenrente anrechnen,  die Elternschaft bei der Rente höher vergüten.",2025,afd_2025,67,afd_2025_67,5 - Labor
afd,Die Chancen des Kapitalmarktes nutzen Die Chancen des Kapitalmarktes zur Sicherung unserer Renten wurden in den letzten Jahrzehnten sträflich vernachlässigt.,2025,afd_2025,68,afd_2025_68,1 - Macroeconomics
