party,text,year,manifesto
afd,Beispiele dafür sind der „Green Deal“ und der Einfluss auf Energiefragen.,2025,afd_2025
afd,"Freies Unternehmertum und Wirtschaftsstandort stärken Wir streben eine funktionierende Wirtschaft an, die aus eigener Kraft und Profitabilität in Forschung und Entwicklung investiert, um dem internationalen Markt innovative und wettbewerbsfähige AnSOZIALE MARKTWIRTSCHAFT UND GESUNDHEIT 11 gebote zu machen.",2025,afd_2025
afd,Deutsche Unternehmen sollen an der Weltspitze der Exportunternehmen stehen und „Made in Germany“ wieder zu einem Markenzeichen für Exzellenz und Einzigartigkeit machen.,2025,afd_2025
afd,Dafür streben wir eine auf Leistung und Talentförderung ausgelegte Schul- und Berufsausbildung an.,2025,afd_2025
afd,"Unsere Universitäten sollen in die Lage versetzt werden, erstklassige Talente aus Deutschland und aller Welt anzuziehen und unser Land in den Top-Branchen zu einem internationalen Innovationsführer zu machen.",2025,afd_2025
afd,"Dazu zählen wir neben den Traditionsbranchen wie Automobilbau, Maschinenbau, Chemie auch moderne Hochtechnologien wie Dual-Fluid-Nukleartechnik, Weltraumtechnologie, Nano-Technologie und Künstliche Intelligenz.",2025,afd_2025
afd,Deutschland ist als Wirtschaftsstandort unattraktiv geworden Deutschland ragte in früheren Jahrzehnten international heraus durch wirtschaftliche und wissenschaftliche Exzellenz.,2025,afd_2025
afd,Die gegenwärtige Situation ist hingegen von einem wirtschaftlichen und wissenschaftlichen Niedergang geprägt.,2025,afd_2025
afd,"Technologievorgaben, Auflagen und Verbote setzen den marktwirtschaftlichen Wettbewerb in Teilen außer Kraft; suboptimale technische Lösungen und Produkte sind die Folge.",2025,afd_2025
afd,"Viele davon sind ohne staatliche Subventionen nicht marktfähig, zum Beispiel alternative Energien und Elektroautos.",2025,afd_2025
afd,Viele Auflagen sind zudem mit den Ressourcen unseres Landes nicht zu vereinbaren.,2025,afd_2025
afd,"Dies gilt für den eingeschränkten Zugang zu Rohstoffen wie seltene Erden für alternative Energien und Antriebe, zu preiswerter fossiler oder nuklearer Energie genauso wie für gut ausgebildete in- und ausländische Fachkräfte.",2025,afd_2025
afd,Unsere Schulbildung erfolgt nicht mehr nach dem Leistungsprinzip.,2025,afd_2025
afd,Auch mangelt es an Basiswissen in Mathematik und Deutsch SOZIALE MARKTWIRTSCHAFT UND GESUNDHEIT 12 am Ende der Grundschule.,2025,afd_2025
afd,"Dies setzt sich im weiteren Schulverlauf fort, wodurch zahlreiche Schulabgänger nicht mehr ausbildungsfähig sind.",2025,afd_2025
afd,"Während fast alle anderen Länder ihre Schulleistungen verbessern konnten, ist das einst führende Deutschland im weltweiten Vergleich auf ein mittleres Niveau zurückgefallen.",2025,afd_2025
afd,Nachfolgende Generationen sind so nicht mehr international wettbewerbsfähig.,2025,afd_2025
afd,"Für gut ausgebildete Fachkräfte aus dem In- und Ausland ist Deutschland nicht mehr attraktiv: Zu abschreckend sind hohe Steuern und Abgaben, mangelnde Sicherheit im öffentlichen Raum, unzureichende Schulbildung in öffentlichen Schulen, knapper, teurer Wohnraum sowie geringe Chancen auf Eigentumsbildung und eine auskömmliche Alterssicherung.",2025,afd_2025
afd,"Deutsche Unternehmenssteuern sind im internationalen Vergleich zu hoch und hindern unsere Unternehmen daran, dringend benötigte Zukunftsinvestitionen vorzunehmen.",2025,afd_2025
afd,Das kaum noch zu überblickende Ausmaß an Regulierung und Verboten senkt die Attraktivität unseres Wirtschaftsstandorts für in- und ausländische Investoren.,2025,afd_2025
afd,Eine fortschrittliche wirtschaftliche Entwicklung wird dadurch zusätzlich erschwert.,2025,afd_2025
afd,So fließt seit einigen Jahren viel mehr Investitionskapital aus Deutschland heraus als hereinfließt.,2025,afd_2025
afd,Vor allem für Mittelstand und Landwirtschaft sind die strangulierenden Vorgaben der Politik nicht mehr zu bewältigen.,2025,afd_2025
afd,Viele Betriebe geben auf oder suchen neue Chancen im Ausland.,2025,afd_2025
afd,"Die immense Steuer- und Abgabenlast führt in Teilbereichen der Wirtschaft vermehrt zu Schwarzarbeit, schwarzen Kassen und Lohndumping in verschachtelten Subunternehmer-Pyramiden.",2025,afd_2025
afd,Dadurch entsteht an Staat und Steuer vorbei eine Parallelwirtschaft in einer Größenordnung von Hunderten Milliarden.,2025,afd_2025
afd,SOZIALE MARKTWIRTSCHAFT UND GESUNDHEIT 13 Vorrang für den Wettbewerb – für einen attraktiven Wirtschaftsstandort Staatliche Eingriffe in den Markt werden wir auf ein Minimum reduzieren.,2025,afd_2025
afd,"Wir sorgen stattdessen für Rahmenbedingungen, die Deutschland wieder attraktiv machen und unsere internationale Wettbewerbsfähigkeit wieder herstellen.",2025,afd_2025
afd,"Damit Unternehmer an die Zukunft des Standorts Deutschland glauben können, werden wir den Zugang zu sicherer und bezahlbarer Energie wiederherstellen durch:  Verlängerung der Laufzeiten der Kohlekraftwerke  Wiedereinstieg in die Nutzung der Kernenergie  Reparatur und Wiederinbetriebnahme der Nord-Stream-Pipelines  Aufhebung des Verbots von Gas- und Ölheizungen  Abschaffung der CO₂-Abgabe  Reduzierung der Energiesteuer und Senkung der Stromsteuer auf das Minimum  Verhinderung immer höherer Netzentgelte durch WindenergieAusbaustopp Strangulierende Bürokratie und wettbewerbsverzerrende Vorschriften reduzieren wir durch:  Abschaffung von Lieferkettensorgfaltsgesetz und EU-Lieferkettenrichtlinie  Abschaffung des Verpackungsgesetzes  Abbau der Nachhaltigkeitsberichterstattung  Vereinfachung der Datenschutzgrundverordnung  Vereinfachung des Vergaberechts  drastische Reduzierung von Vorschriften, Berichts- und Dokumentationspflichten für Mittelstand und Landwirte SOZIALE MARKTWIRTSCHAFT UND GESUNDHEIT 14  Aufhebung des Verbrennerverbots und der unerreichbaren Flottengrenzwerte  Wiedereinführung des ermäßigten Umsatzsteuersatzes in der Gastronomie Die deutsche Infrastruktur modernisieren wir durch:  planvolle, kontinuierliche Sanierung von Straßen, Schienenwegen und Brücken  Beschleunigung notwendiger Neuinvestitionen durch Vereinfachung von Planungs- und Genehmigungsverfahren  Beschleunigung des Ausbaus der digitalen Infrastruktur  Vorantreiben der Digitalisierung der Verwaltung  ein KMU-freundliches Weltraumgesetz, das unsere Möglichkeiten im All voranbringt Den internationalen Handel fördern wir, indem wir:  den Austausch mit anderen Märkten erleichtern und intensivieren  vorhandene Handelshemmnisse beseitigen  vorteilhafte Handelsabkommen für unser Land abschließen, die dazu beitragen, unsere Rohstofflieferketten zu sichern  wirtschaftsschädliche Sanktionen beenden  Aufhebung des CO₂-Grenzausgleichs Mehr Netto vom Brutto schaffen wir durch:  Senkung der Einkommensteuer durch einen deutlich höheren Grundfreibetrag  Senkung der Unternehmenssteuern auf ein international konkurrenzfähiges Niveau  Abschaffung des Solidaritätszuschlags für alle Mehr kluge Köpfe und Ideen gewinnen wir durch:  Rückkehr zu erstklassiger Bildung, Ausbildung, Forschung und Wissenschaft SOZIALE MARKTWIRTSCHAFT UND GESUNDHEIT 15  einen Stopp der Abwanderung heimischer Fachkräfte und die Zurückgewinnung Ausgewanderter durch attraktive Rahmenbedingungen für Arbeit, Vermögensbildung,Ausbildung und Sicherheit  die Bereitstellung eines zusätzlichen Steuerfreibetrags für Rentner, um Senioren im Arbeitsmarkt zu halten  unser Konzept „Aktivierende Grundsicherung“, mit dem wir hunderttausende arbeitsfähige Bürgergeldempfänger in den Arbeitsmarkt zurückbringen  den Umstieg von Technologieverboten auf Technologieoffenheit Eigenverantwortung der Bürger stärken, Handlungsspielräume vergrößern Eigenverantwortung als Einstehen für die Folgen des eigenen Handelns ist ein unverzichtbares Merkmal jeder freien Gesellschaft und gleichzeitig unabdingbarer Bestandteil der Menschenwürde – auch im Bereich der wirtschaftlichen und sozialen Teilhabe.",2025,afd_2025
afd,"Ausgangspunkt für die Stärkung der Eigenverantwortung ist für uns neben der Stärkung des familiären Lebens eine umfassende Schulbildung, die unsere jungen Bürger zu gut gebildeten und kritischen Mitgliedern unserer Gesellschaft macht, den Grundstein für eine erfolgreiche berufliche Entwicklung legt und sie zur Mitwirkung in Staat und Ehrenamt befähigt.",2025,afd_2025
afd,Unser Verständnis von Bildung schließt neben geistigen Fähigkeiten und handwerklichem Können auch soziale Kompetenz mit ein.,2025,afd_2025
afd,"Unsere Bürger im Mehltau des linken Zeitgeistes Die Stimmung der Bürger unseres Landes ist heute von Verunsicherung und Pessimismus geprägt: Unsicherheit durch bürgerferne Politik; Unsicherheit darüber, was man noch sagen darf; Unsicherheit über die Sicherheit in unseren Städten; Angst vor einem großen Krieg und Sorge um die finanzielle Zukunft.",2025,afd_2025
afd,SOZIALE MARKTWIRTSCHAFT UND GESUNDHEIT 16 Maßgeblich dazu beigetragen hat die bewusste Panikmache der Regierung während der Corona-Pandemie.,2025,afd_2025
afd,"Der Ukrainekrieg, die angeblich existenzbedrohende Klimakrise und die exorbitante Verteuerung der Lebenshaltung in den letzten Jahren haben vielen Bürgern den Zukunftsoptimismus genommen.",2025,afd_2025
afd,"Nicht nur Wirtschaftsunternehmen, auch viele unserer Leistungsträger haben das Vertrauen in die aktuelle Politik und den Standort Deutschland verloren.",2025,afd_2025
afd,"Unsere Maßnahmen für starke Bürger Wir wollen selbstbewusste und kritische Bürger, die ihre demokratischen Rechte kompetent wahrnehmen, und möchten deshalb die Bürger durch staatliche Vorgaben nicht unnötig einschränken.",2025,afd_2025
afd,"Diese Ziele wollen wir verwirklichen durch:  Wiederherstellung eines funktionierenden, politisch neutralen Bildungswesens als Ort der Vorbereitung auf den späteren Leistungswettbewerb,  Vermittlung praxisorientierter Kenntnisse in den Bereichen Sozialversicherungen, Wirtschaft und Geldanlage bereits in der Schule,  grundlegende, vereinfachende Reformen zur besseren Verständlichkeit des Steuer- und Sozialsystems,  Senkung der Steuer- und Abgabenlast zur Erweiterung des finanziellen Handlungsspielraums der Bürger,  Förderung von Selbständigkeit und Unternehmensgründungen unter anderem durch Abbau von Vorschriften auf das notwendige Minimum,  erweiterte steuerliche Absetzbarkeit für die private, kapitalgedeckte Altersvorsorge,  Förderung der privaten Vermögensbildung und des privaten Wohneigentums.",2025,afd_2025
afd,"SOZIALE MARKTWIRTSCHAFT UND GESUNDHEIT 17 Zweckentfremdung der Sozialversicherungen beenden Während die Sozialversicherungen (Renten-, Kranken-, Pflege-, Arbeitslosenversicherung) durch Beiträge von Arbeitnehmern finanziert werden, sind Sozialleistungen eine durch Steuern finanzierte Unterstützungsleistung.",2025,afd_2025
afd,"Versicherungsfremde Leistungen sind daher nicht aus den Beiträgen zu den Sozialversicherungen, sondern aus dem Bundeshaushalt zu finanzieren.",2025,afd_2025
afd,"Dennoch wurde die Sanierung des Haushalts 2024 zum Teil aus den Sozialversicherungen finanziert, wie die Bewältigung von Coronamaßnahmen unter Rückgriff auf die Pflegekasse, was einen klaren Missbrauch der dem Staat anvertrauten Sozialversicherungsbeiträge darstellt.",2025,afd_2025
afd,Durch das Beenden dieser Zweckentfremdung können Leistungen erhöht oder die Beiträge gesenkt werden.,2025,afd_2025
afd,"Für die Rentenversicherung bedeutet die Übernahme der nicht beitragsgedeckten Leistungen durch den Bundeshaushalt, dass allein dadurch knapp zwölf Prozent höhere Mittel für die Rentenfinanzierung zur Verfügung stünden.",2025,afd_2025
afd,"UNSER KONZEPT FÜR EINE FAIRE UND AUSKÖMMLICHE RENTENVERSICHERUNG Wir streben eine Rentenversicherung an, mit der Erwerbstätige sich wieder einen finanziell gesicherten Lebensabend erarbeiten können.",2025,afd_2025
afd,"Wir halten es dabei für zwingend erforderlich, auch unseren derzeitigen Senioren, die in einem langen Arbeitsleben unser Land und unseren Wohlstand aufgebaut haben, einen Lebensabend in Würde zu ermöglichen.",2025,afd_2025
afd,Dazu gehört vor allem eine signifikante Erhöhung ihrer Renten.,2025,afd_2025
afd,"Unser ferneres Ziel ist es, in mehreren Schritten das durchschnittliche Rentenniveau der westeuropäischen Länder zu erreichen, das nach Rechnung der EU (Eurostat) derzeit bei gut 70 Prozent des letzten Nettoeinkommens und damit deutlich höher liegt als das deutsche.",2025,afd_2025
afd,SOZIALE MARKTWIRTSCHAFT UND GESUNDHEIT 18 Die desolate Situation im deutschen Rentensystem Das deutsche Rentenniveau ist mit nur 53 % des letzten Nettogehalts nach Eurostat eines der niedrigsten in Westeuropa.,2025,afd_2025
afd,Dieses Niveau bedeutet für einen großen Teil der Rentner bittere Altersarmut.,2025,afd_2025
afd,"In Österreich etwa bezieht ein Arbeitnehmer mit Durchschnittslohn nach 45 Arbeitsjahren eine Rente von 600 €, ein vergleichbarer Rentner in Deutschland magere 500 €.",2025,afd_2025
afd,"Schaut man sich die Differenz zwischen den beiden Renten an, so entstehen etwa 30 % des Unterschieds durch die höheren Rentenbeiträge in Österreich.",2025,afd_2025
afd,"Weitere 30 % werden generiert, weil in Österreich auch Bevölkerungsgruppen in die Rentenkasse einzahlen, die bei uns davon befreit sind, z.",2025,afd_2025
afd,Politiker und Beamte.,2025,afd_2025
afd,Weitere 15 % werden durch höhere Staatszuschüsse erzielt.,2025,afd_2025
afd,Lediglich die etwas jüngere Bevölkerungsstruktur lässt sich kurzfristig nicht kopieren.,2025,afd_2025
afd,Durch sie entstehen die restlichen 25 % des Unterschieds.,2025,afd_2025
afd,Das heißt aber auch: Eine ähnlich hohe Rente wie in Österreich ist langfristig auch bei uns möglich.,2025,afd_2025
afd,"Unser Rentenkonzept gegen Altersarmut Wir wollen der Rentenversicherung mehr Beitragszahler zuführen, die Verrentung flexibler und gerechter gestalten und Anreize für eine freiwillige Verlängerung der Lebensarbeitszeit setzen, indem wir:  Verbeamtungen nur noch für diejenigen vorsehen, die mit Hoheitsaufgaben betraut sind, so dass die große Mehrheit der Staatsbediensteten in die Rentenversicherung einzahlt,  Politiker in die gesetzliche Rentenversicherung einbeziehen,  ein flexibles Renteneintrittsalter, abschlagsfrei nach 45 beitragsberechtigten Arbeitsjahren, ermöglichen,  alle nicht beitragsgedeckten Leistungen mittelfristig aus dem Bundeshaushalt finanzieren,  das Fremdrentenrecht in Anbetracht der systematischen Benachteiligung von Spätaussiedlern reformieren, SOZIALE MARKTWIRTSCHAFT UND GESUNDHEIT 19  die anstehenden Rentenbeitragsanhebungen durch Steuersenkungen für Beschäftigte und Unternehmen ausgleichen,  die Zuverdienste von Witwen und Witwern nicht auf die Hinterbliebenenrente anrechnen,  die Elternschaft bei der Rente höher vergüten.",2025,afd_2025
afd,Die Chancen des Kapitalmarktes nutzen Die Chancen des Kapitalmarktes zur Sicherung unserer Renten wurden in den letzten Jahrzehnten sträflich vernachlässigt.,2025,afd_2025
afd,"Die AfD setzt sich dafür ein, dass die individuelle private wie auch betriebliche Altersvorsorge bspw. mit Aktien, ETFs und herkömmlichen Fonds endlich systematisch steuerlich gefördert wird.",2025,afd_2025
afd,Dazu wollen wir von den erfolgreichen Modellen anderer Länder lernen und deren bewährte Konzepte an unsere Bedürfnisse anpassen.,2025,afd_2025
afd,Die hochbürokratischen und komplexen bisherigen Modelle der Vorsorgeförderung wollen wir dabei ablösen.,2025,afd_2025
afd,"Einführung eines „Junior-Spardepots“ Das „Junior-Spardepot“ ergänzt das bestehende Altersvorsorgesystem um eine aus Steuermitteln finanzierte, kapitalgedeckte Altersvorsorge.",2025,afd_2025
afd,Für jedes neugeborene Kind mit deutscher Staatsangehörigkeit und dauerhaftem Aufenthalt in Deutschland wird ein individuelles Altersvorsorge-Depot eingerichtet.,2025,afd_2025
afd,Bis zum vollendeten  Lebensjahr sollen monatlich 100 Euro aus Steuermitteln in einen ETF-Sparplan oder Aktienfonds-Sparplan eingezahlt werden.,2025,afd_2025
afd,Ab dem  Geburtstag kann der Sparplan mit eigenen Beiträgen weitergeführt werden.,2025,afd_2025
afd,"Die Auszahlung erfolgt ab dem  Lebensjahr über einen Auszahlplan, wobei bis dahin eine Verwendung des Kapitals ausgeschlossen ist.",2025,afd_2025
